region,anzsic_descriptor,anzsic_descriptor2,category,gas,units,magnitude,year,data_val
Taranaki,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,3545.14
Taranaki,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,3606.28
Taranaki,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,3350.15
Taranaki,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,3420.28
Taranaki,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,3334.23
Taranaki,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,3379.88
Taranaki,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,3207.45
Taranaki,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,3169.99
Taranaki,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,3275.1
Taranaki,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,3132.11
Taranaki,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,3258.93
Taranaki,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,2925.51
Tasman,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,562.27
Tasman,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,550.94
Tasman,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,587.45
Tasman,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,554.49
Tasman,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,526.2
Tasman,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,540.63
Tasman,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,563.77
Tasman,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,534.42
Tasman,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,552.27
Tasman,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,509.61
Tasman,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,506.97
Tasman,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,502.37
Tasman,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,509.94
Tasman,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,458.8
Tasman,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,481.58
Tasman,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,432.05
Tasman,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,431.61
Tasman,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,420.88
Tasman,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,460.18
Tasman/Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,622.2
Tasman/Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,613.56
Tasman/Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,645.84
Tasman/Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,609.36
Tasman/Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,581.54
Tasman/Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,595.65
Tasman/Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,626.26
Tasman/Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,611.2
Tasman/Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,628.26
Tasman/Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,583.96
Tasman/Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,564.68
Tasman/Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,573.63
Tasman/Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,576.33
Tasman/Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,534.16
Tasman/Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,546.19
Tasman/Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,503.75
Tasman/Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,491.14
Tasman/Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,467.94
Tasman/Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,513.13
Waikato,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,8574.17
Waikato,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,8252.33
Waikato,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,8350.03
Waikato,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,8349.68
Waikato,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,8495.06
Waikato,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,8671.98
Waikato,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,8736.75
Waikato,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,8725.85
Waikato,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,8570.11
Waikato,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,8555.35
Waikato,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,8540.24
Waikato,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,8635.35
Waikato,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,8653.52
Waikato,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,8646.74
Waikato,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,8827.59
Waikato,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,8401.02
Waikato,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,8194.73
Waikato,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,8124.09
Waikato,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,8196.15
Wellington,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1414.76
Wellington,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1392.72
Wellington,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1349.83
Wellington,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1309.8
Wellington,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1382.26
Wellington,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1397.18
Wellington,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1328.28
Wellington,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1339.58
Wellington,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1236.37
Wellington,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1210.38
Wellington,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1286.28
Wellington,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1249.83
Wellington,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1296.82
Wellington,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,1311.75
Wellington,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,1255.16
Wellington,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,1196.31
Wellington,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,1183.32
Wellington,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,1117.01
Wellington,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,1141.82
West Coast,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,963.26
West Coast,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1050
West Coast,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1143.23
West Coast,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1211.99
West Coast,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1087.56
West Coast,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,963.43
West Coast,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,975.16
West Coast,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1020.84
West Coast,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,991.9
West Coast,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,966.85
West Coast,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,840.34
West Coast,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,811.42
West Coast,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,869.19
West Coast,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,893.65
West Coast,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,859.11
West Coast,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,883.84
West Coast,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,822.3
West Coast,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,870.35
West Coast,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,821.18
Auckland,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,922.9
Auckland,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,968.92
Auckland,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1004.69
Auckland,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1075.06
Auckland,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1022.35
Auckland,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1029.92
Auckland,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1025.72
Auckland,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1053.07
Auckland,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1027.39
Auckland,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1027.69
Auckland,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1033.94
Auckland,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,991.79
Auckland,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1109.62
Auckland,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,988.14
Auckland,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,994.52
Auckland,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,992.93
Auckland,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,904.74
Auckland,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,847.64
Auckland,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,877.84
Bay of Plenty,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,187.06
Bay of Plenty,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,197.33
Bay of Plenty,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,203.07
Bay of Plenty,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,213.39
Bay of Plenty,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,200.22
Bay of Plenty,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,195.63
Bay of Plenty,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,188.89
Bay of Plenty,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,198.19
Bay of Plenty,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,197.48
Bay of Plenty,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,210.75
Bay of Plenty,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,210.23
Bay of Plenty,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,203.6
Bay of Plenty,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,232.34
Bay of Plenty,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,214.27
Bay of Plenty,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,219.96
Bay of Plenty,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,210.11
Bay of Plenty,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,186.78
Bay of Plenty,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,176.36
Bay of Plenty,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,179.02
Canterbury,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,315.49
Canterbury,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,338.33
Canterbury,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,345.17
Canterbury,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,348.6
Canterbury,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,339.77
Canterbury,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,350.84
Canterbury,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,348.57
Canterbury,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,368.79
Canterbury,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,351.94
Canterbury,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,349.33
Canterbury,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,348.79
Canterbury,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,331.26
Canterbury,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,349.53
Canterbury,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,311.4
Canterbury,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,320.28
Canterbury,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,326.4
Canterbury,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,305.15
Canterbury,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,288.47
Canterbury,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,297.29
Gisborne,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,21.4
Gisborne,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,21.4
Gisborne,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,20.54
Gisborne,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,21.25
Gisborne,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,19.73
Gisborne,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,20.11
Gisborne,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,21.68
Gisborne,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,22.93
Gisborne,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,20.82
Gisborne,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,20.22
Gisborne,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,19.52
Gisborne,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,19.45
Gisborne,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,22.62
Gisborne,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,21.62
Gisborne,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,23.02
Gisborne,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,21.04
Gisborne,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,18.64
Gisborne,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,17.75
Gisborne,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,17.83
Hawke's Bay,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,84.21
Hawke's Bay,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,87.53
Hawke's Bay,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,86.39
Hawke's Bay,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,88.53
Hawke's Bay,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,82.36
Hawke's Bay,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,83.29
Hawke's Bay,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,82.8
Hawke's Bay,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,77.03
Hawke's Bay,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,75.93
Hawke's Bay,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,77.29
Hawke's Bay,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,79.34
Hawke's Bay,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,78.77
Hawke's Bay,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,83.89
Hawke's Bay,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,84.32
Hawke's Bay,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,85.6
Hawke's Bay,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,84.21
Hawke's Bay,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,83.02
Hawke's Bay,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,79.27
Hawke's Bay,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,78.52
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,130.21
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,139.94
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,136.92
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,140.99
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,133.91
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,135.76
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,128.41
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,131.08
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,126.13
