year,nzsioc,nzsioc_descriptor,nzsioc_descriptor2,variable,units,magnitude,source,data_value
2020,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2020,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1487.78
2020,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2020,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2020,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1487.78
2021,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2088.61
2021,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,90.82
2021,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.51
2021,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2021,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2021,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.35
2021,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.35
2021,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2021,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2088614.88
2021,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1512.13
2021,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,90816.93
2021,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2021,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1354.25
2021,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2021,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2021,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1354.25
2022,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1519.11
2022,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,79.53
2022,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1
2022,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2022,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2022,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.06
2022,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.06
2022,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2022,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1519108.32
2022,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,995.34
2022,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,79529.97
2022,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2022,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1064.1
2022,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2022,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2022,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1064.1
2023,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1388.55
2023,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,89.99
2023,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.86
2023,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2023,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2023,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.96
2023,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.96
2023,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2023,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1388553.58
2023,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,855.6
2023,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,89987.36
2023,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2023,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,964.31
2023,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2023,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2023,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,964.31
2024,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,797.02
2024,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,43.67
2024,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.6
2024,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2024,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2024,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.07
2024,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.07
2024,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2024,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,797018.3
2024,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,598.86
2024,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,43670.69
2024,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2024,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1065.84
2024,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2024,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2024,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1065.84
2007,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1668.64
2007,CC611,Non-metallic mineral product manufacturing,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.85
2007,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.01
2007,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2007,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2007,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.47
2007,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.47
2007,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2007,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1668635.48
2007,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3007.23
2007,CC611,Non-metallic mineral product manufacturing,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,1851.39
2007,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2007,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,468.52
2007,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2007,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2007,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,468.52
2008,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1540.2
2008,CC611,Non-metallic mineral product manufacturing,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.69
2008,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.76
2008,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2008,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2008,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.52
2008,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.52
2008,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2008,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1540204.8
2008,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2756.4
2008,CC611,Non-metallic mineral product manufacturing,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,1688.6
2008,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2008,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,523.49
2008,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2008,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2008,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,523.49
2009,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1300.45
2009,CC611,Non-metallic mineral product manufacturing,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.2
2009,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.06
2009,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2009,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2009,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.48
2009,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.48
2009,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2009,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1300448.51
2009,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2058.48
2009,CC611,Non-metallic mineral product manufacturing,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,1199.41
2009,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2009,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,481.85
2009,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2009,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2009,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,481.85
2010,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1305.53
2010,CC611,Non-metallic mineral product manufacturing,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.36
2010,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.28
2010,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2010,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2010,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.45
2010,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.45
2010,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2010,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1305529.83
2010,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2284.04
2010,CC611,Non-metallic mineral product manufacturing,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,1358.23
2010,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2010,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,454.05
2010,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2010,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2010,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,454.05
2011,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1246.74
2011,CC611,Non-metallic mineral product manufacturing,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.27
2011,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.15
2011,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2011,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2011,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.5
2011,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.5
2011,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2011,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1246742.13
2011,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2150.96
2011,CC611,Non-metallic mineral product manufacturing,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,1272.6
2011,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2011,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,499.7
2011,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2011,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2011,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,499.7
2012,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1287.42
2012,CC611,Non-metallic mineral product manufacturing,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.3
2012,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.19
2012,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2012,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2012,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.51
2012,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.51
2012,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2012,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1287418.88
2012,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2185.84
2012,CC611,Non-metallic mineral product manufacturing,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,1298.08
2012,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2012,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,510.98
2012,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2012,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2012,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,510.98
2013,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1572.92
2013,CC611,Non-metallic mineral product manufacturing,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.05
2013,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.28
2013,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2013,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2013,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.54
2013,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.54
2013,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2013,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1572924.3
2013,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3281.67
2013,CC611,Non-metallic mineral product manufacturing,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,2054.8
2013,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2013,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,539.02
2013,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2013,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2013,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,539.02
2014,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1548.88
2014,CC611,Non-metallic mineral product manufacturing,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.65
2014,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.72
2014,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2014,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2014,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.63
2014,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.63
2014,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2014,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1548879.97
2014,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2722.06
2014,CC611,Non-metallic mineral product manufacturing,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,1648.86
2014,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2014,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,625.42
2014,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2014,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2014,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,625.42
2015,CC611,Non-metallic mineral product manufacturing,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1548.66
2015,CC611,Non-metallic mineral product manufacturing,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.54
2015,CC611,Non-metallic mineral product manufacturing,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.57
2015,CC611,Non-metallic mineral product manufacturing,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2015,CC611,Non-metallic mineral product manufacturing,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2015,CC611,Non-metallic mineral product manufacturing,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.68
2015,CC611,Non-metallic mineral product manufacturing,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.68
